Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_014470	-	JAKUCV010000001.1	-	12003	12605	7.955224	2.913632	5.944016
gene-Tsubulata_014469	-	JAKUCV010000001.1	+	7571	10654	33.375736	12.223993	24.937815
gene-Tsubulata_014471	-	JAKUCV010000001.1	+	17520	20265	1.849233	0.677289	1.381717
gene-Tsubulata_014472	AVT6E	JAKUCV010000001.1	-	23234	24730	196.514359	71.974152	146.832382
gene-Tsubulata_014473	TPR1_1	JAKUCV010000001.1	+	38818	46841	127.416725	46.666870	95.203735
gene-Tsubulata_014476	-	JAKUCV010000001.1	-	63970	70364	63.378616	23.212666	47.355488
gene-Tsubulata_014478	-	JAKUCV010000001.1	+	75982	80274	77.639915	28.435923	58.011299
gene-Tsubulata_014480	-	JAKUCV010000001.1	+	83031	86287	0.000000	0.000000	0.000000
gene-Tsubulata_014481	-	JAKUCV010000001.1	-	85922	86521	3.840000	1.406415	2.869186
gene-Tsubulata_014479	RPL8_2	JAKUCV010000001.1	+	80839	82785	394.359497	144.435699	294.659088
gene-Tsubulata_014485	RH35_2	JAKUCV010000001.1	+	96128	97891	165.626694	60.661419	123.753609
gene-Tsubulata_014487	-	JAKUCV010000001.1	+	103446	104969	2.474032	0.906124	1.848557
gene-Tsubulata_014486	-	JAKUCV010000001.1	-	100546	102341	138.275894	50.644085	103.317528
gene-Tsubulata_014488	TYRAAT2_1	JAKUCV010000001.1	-	106487	107653	15.610969	5.717578	11.664266
gene-Tsubulata_014493	-	JAKUCV010000001.1	+	140069	140824	0.241158	0.088325	0.180189
gene-Tsubulata_014494	-	JAKUCV010000001.1	+	153274	153894	0.483092	0.176934	0.360959
gene-Tsubulata_014491	-	JAKUCV010000001.1	+	128028	130847	27.593834	10.106349	20.617670
gene-Tsubulata_014492	-	JAKUCV010000001.1	-	130827	133700	0.000000	0.000000	0.000000
gene-Tsubulata_014498	-	JAKUCV010000001.1	+	176012	180405	6.472209	2.370472	4.835931
gene-Tsubulata_014495	-	JAKUCV010000001.1	-	155799	168533	19.408749	7.108530	14.501905
gene-Tsubulata_014489	-	JAKUCV010000001.1	-	109363	113989	1491.318359	546.201172	1114.289185
gene-Tsubulata_028724	-	JAKUCV010000002.1	+	4788	9310	128.984741	47.241165	96.375336
gene-Tsubulata_028728	-	JAKUCV010000002.1	-	25545	27792	0.328589	0.120347	0.245516
gene-Tsubulata_028725	-	JAKUCV010000002.1	+	10192	12050	32.920937	12.057421	24.597996
gene-Tsubulata_028729	-	JAKUCV010000002.1	+	28654	29190	15.006600	5.496226	11.212691
gene-Tsubulata_028730	-	JAKUCV010000002.1	+	30706	33998	2.843610	1.041483	2.124700
gene-Tsubulata_028731	COAC1_2	JAKUCV010000002.1	-	33129	36401	81.391426	29.809927	60.814369
gene-Tsubulata_028732	-	JAKUCV010000002.1	+	36609	40060	116.976685	42.843163	87.403107
gene-Tsubulata_028735	ALA4	JAKUCV010000002.1	+	52469	59000	154.376236	56.540897	115.347450
gene-Tsubulata_028742	PDAT1_3	JAKUCV010000002.1	+	88879	89539	32.349327	11.848067	24.170900
gene-Tsubulata_022997	-	JAKUCV010000003.1	-	101744	104002	0.178571	0.065402	0.133425
gene-Tsubulata_022991	-	JAKUCV010000003.1	-	74040	84113	0.000000	0.000000	0.000000
gene-Tsubulata_022992	-	JAKUCV010000003.1	-	84150	85817	0.000000	0.000000	0.000000
gene-Tsubulata_022990	-	JAKUCV010000003.1	+	46482	73099	1.062818	0.389261	0.794121
gene-Tsubulata_023000	-	JAKUCV010000003.1	-	114500	123440	0.000000	0.000000	0.000000
gene-Tsubulata_947192	-	JAKUCV010000005.1	+	3280	5626	0.000000	0.000000	0.000000
gene-Tsubulata_028736	CKL2_2	JAKUCV010000002.1	+	59760	64314	328.939819	120.475494	245.778549
gene-Tsubulata_047193	-	JAKUCV010000005.1	+	23066	23386	21.109034	7.731266	15.772332
gene-Tsubulata_047192	-	JAKUCV010000005.1	+	14101	21544	8.601816	3.150449	6.427139
gene-Tsubulata_047738	-	JAKUCV010000006.1	+	14196	18843	0.430960	0.157841	0.322006
gene-Tsubulata_047739	-	JAKUCV010000006.1	-	14206	16292	0.000000	0.000000	0.000000
gene-Tsubulata_012426	-	JAKUCV010000008.1	+	2234	5394	51.352833	18.808176	38.370014
gene-Tsubulata_012427	-	JAKUCV010000008.1	+	6519	16398	53.497662	19.593727	39.972595
gene-Tsubulata_012428	LOS1_1	JAKUCV010000008.1	+	17974	21688	519.307251	190.198303	388.018066
gene-Tsubulata_012431	LOS1_2	JAKUCV010000008.1	-	47695	51839	430.840363	157.796951	321.917023
gene-Tsubulata_012432	-	JAKUCV010000008.1	+	61168	64442	33.982380	12.446178	25.391090
gene-Tsubulata_012433	-	JAKUCV010000008.1	+	65214	65783	0.000000	0.000000	0.000000
gene-Tsubulata_012434	-	JAKUCV010000008.1	-	70645	75065	13.503726	4.945792	10.089767
gene-Tsubulata_012435	-	JAKUCV010000008.1	-	80304	87409	10.961017	4.014515	8.189897
gene-Tsubulata_012436	-	JAKUCV010000008.1	-	96005	97429	14.945263	5.473761	11.166862
gene-Tsubulata_012438	-	JAKUCV010000008.1	-	99984	107249	12.615597	4.620512	9.426172
gene-Tsubulata_012439	-	JAKUCV010000008.1	+	114666	118830	86.158508	31.555889	64.376259
gene-Tsubulata_012440	EIF62	JAKUCV010000008.1	+	122256	124796	120.621445	44.178070	90.126411
gene-Tsubulata_012441	MPT1_1	JAKUCV010000008.1	-	124854	127843	8.169850	2.992239	6.104382
gene-Tsubulata_012443	-	JAKUCV010000008.1	-	128995	133646	0.000000	0.000000	0.000000
gene-Tsubulata_012444	-	JAKUCV010000008.1	+	135403	139678	60.077290	22.003540	44.888786
gene-Tsubulata_012445	-	JAKUCV010000008.1	+	140548	143492	38.259182	14.012575	28.586647
gene-Tsubulata_012447	-	JAKUCV010000008.1	-	144640	145272	34.450237	12.617533	25.740664
gene-Tsubulata_012448	MLO10	JAKUCV010000008.1	-	149466	155491	45.719177	16.744827	34.160637
gene-Tsubulata_012450	-	JAKUCV010000008.1	-	164849	167135	1.517591	0.555824	1.133920
gene-Tsubulata_024718	-	JAKUCV010000012.1	-	1485	1838	0.919492	0.336768	0.687030
gene-Tsubulata_024720	-	JAKUCV010000012.1	-	27876	29326	3.531915	1.293578	2.638990
gene-Tsubulata_048616	-	JAKUCV010000011.1	+	12701	18793	291.384003	106.720520	217.717453
gene-Tsubulata_024728	-	JAKUCV010000012.1	-	109399	111504	136.088120	49.842804	101.682854
gene-Tsubulata_032635	-	JAKUCV010000014.1	-	253	16658	57.811836	21.173811	43.196079
gene-Tsubulata_032638	ARF9	JAKUCV010000014.1	-	24341	29168	21.694073	7.945539	16.209463
gene-Tsubulata_032643	KAS1_2	JAKUCV010000014.1	-	49615	52454	180.905853	66.257469	135.169952
gene-Tsubulata_032646	-	JAKUCV010000014.1	-	71469	72569	2.806540	1.027906	2.097002
gene-Tsubulata_032644	-	JAKUCV010000014.1	+	55238	58078	84.140862	30.816917	62.868706
gene-Tsubulata_044608	-	JAKUCV010000015.1	-	13831	18171	6.462870	2.367051	4.828953
gene-Tsubulata_034337	-	JAKUCV010000016.1	-	15339	16591	5.430868	1.989076	4.057858
gene-Tsubulata_034336	-	JAKUCV010000016.1	+	6889	14678	44.679562	16.364063	33.383850
gene-Tsubulata_034338	-	JAKUCV010000016.1	+	16932	19523	26.215635	9.601579	19.587904
gene-Tsubulata_034340	-	JAKUCV010000016.1	+	25632	25990	2.448413	0.896741	1.829415
gene-Tsubulata_034339	-	JAKUCV010000016.1	-	19999	24621	24.533459	8.985475	18.331007
gene-Tsubulata_034341	-	JAKUCV010000016.1	+	26472	29167	333.052643	121.981827	248.851593
gene-Tsubulata_034343	MTM1_2	JAKUCV010000016.1	-	36078	47311	27.719168	10.152253	20.711319
gene-Tsubulata_034345	-	JAKUCV010000016.1	-	51177	52896	26.606716	9.744814	19.880112
gene-Tsubulata_034347	-	JAKUCV010000016.1	+	64056	67363	8.766120	3.210625	6.549904
gene-Tsubulata_042703	-	JAKUCV010000024.1	+	24615	25480	2.537415	0.929338	1.895916
gene-Tsubulata_042702	-	JAKUCV010000024.1	+	15609	17961	0.000000	0.000000	0.000000
gene-Tsubulata_034348	CSLA9_2	JAKUCV010000016.1	+	69939	74271	0.522692	0.191438	0.390547
gene-Tsubulata_042704	-	JAKUCV010000024.1	-	26108	28949	0.000000	0.000000	0.000000
gene-Tsubulata_044160	-	JAKUCV010000021.1	-	151	751	4.764045	1.744850	3.559618
gene-Tsubulata_042706	-	JAKUCV010000024.1	-	33271	43869	1.617754	0.592509	1.208760
gene-Tsubulata_041807	-	JAKUCV010000026.1	-	14086	17234	0.039283	0.014388	0.029352
gene-Tsubulata_041808	-	JAKUCV010000026.1	+	19841	23766	0.000000	0.000000	0.000000
gene-Tsubulata_041804	-	JAKUCV010000026.1	+	3492	7772	528.507751	193.568024	394.892517
gene-Tsubulata_041809	PAPS4_2	JAKUCV010000026.1	+	26875	32273	64.846237	23.750187	48.452068
gene-Tsubulata_041812	-	JAKUCV010000026.1	-	44367	48630	18.952362	6.941376	14.160901
gene-Tsubulata_041810	HXK1_2	JAKUCV010000026.1	+	32274	37798	206.573990	75.658531	154.348770
gene-Tsubulata_041811	-	JAKUCV010000026.1	-	33419	33707	0.000000	0.000000	0.000000
gene-Tsubulata_019451	STY46	JAKUCV010000028.1	+	8975	14947	40.207558	14.726174	30.042442
gene-Tsubulata_019453	-	JAKUCV010000028.1	+	35354	39244	108.123657	39.600712	80.788261
gene-Tsubulata_019459	-	JAKUCV010000028.1	+	121824	124940	0.281818	0.103217	0.210570
gene-Tsubulata_019454	-	JAKUCV010000028.1	+	39862	52157	2.229049	0.816398	1.665510
gene-Tsubulata_019456	-	JAKUCV010000028.1	-	53163	55119	1.716063	0.628515	1.282215
gene-Tsubulata_019460	-	JAKUCV010000028.1	+	125471	128408	100.248535	36.716415	74.904099
