Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_014469	-	JAKUCV010000001.1	+	7571	10654	92.882805	34.561546	69.241997
gene-Tsubulata_014471	-	JAKUCV010000001.1	+	17520	20265	1.367121	0.508704	1.019157
gene-Tsubulata_014470	-	JAKUCV010000001.1	-	12003	12605	67.479271	25.108931	50.304241
gene-Tsubulata_014472	AVT6E	JAKUCV010000001.1	-	23234	24730	80.526382	29.963743	60.030563
gene-Tsubulata_014473	TPR1_1	JAKUCV010000001.1	+	38818	46841	134.995590	50.231647	100.636101
gene-Tsubulata_014476	-	JAKUCV010000001.1	-	63970	70364	128.228241	47.713528	95.591202
gene-Tsubulata_014478	-	JAKUCV010000001.1	+	75982	80274	80.761398	30.051189	60.205765
gene-Tsubulata_014484	-	JAKUCV010000001.1	-	93753	94982	0.229268	0.085310	0.170914
gene-Tsubulata_014483	-	JAKUCV010000001.1	+	89245	93457	0.000000	0.000000	0.000000
gene-Tsubulata_014480	-	JAKUCV010000001.1	+	83031	86287	1.388407	0.516624	1.035025
gene-Tsubulata_014481	-	JAKUCV010000001.1	-	85922	86521	17.669207	6.574684	13.171986
gene-Tsubulata_014479	RPL8_2	JAKUCV010000001.1	+	80839	82785	658.846741	245.155838	491.155060
gene-Tsubulata_014485	RH35_2	JAKUCV010000001.1	+	96128	97891	228.525223	85.033882	170.360291
gene-Tsubulata_014486	-	JAKUCV010000001.1	-	100546	102341	60.318268	22.444334	44.965878
gene-Tsubulata_014487	-	JAKUCV010000001.1	+	103446	104969	15.731822	5.853786	11.727711
gene-Tsubulata_014488	TYRAAT2_1	JAKUCV010000001.1	-	106487	107653	70.357323	26.179850	52.449760
gene-Tsubulata_014494	-	JAKUCV010000001.1	+	153274	153894	4.739130	1.763423	3.532912
gene-Tsubulata_014491	-	JAKUCV010000001.1	+	128028	130847	89.733910	33.389847	66.894562
gene-Tsubulata_014492	-	JAKUCV010000001.1	-	130827	133700	0.672386	0.250194	0.501248
gene-Tsubulata_014489	-	JAKUCV010000001.1	-	109363	113989	824.177002	306.674988	614.404968
gene-Tsubulata_014495	-	JAKUCV010000001.1	-	155799	168533	33.919983	12.621573	25.286566
gene-Tsubulata_014498	-	JAKUCV010000001.1	+	176012	180405	19.717340	7.336792	14.698823
gene-Tsubulata_028724	-	JAKUCV010000002.1	+	4788	9310	28.013330	10.423717	20.883291
gene-Tsubulata_028725	-	JAKUCV010000002.1	+	10192	12050	46.819180	17.421345	34.902618
gene-Tsubulata_028726	-	JAKUCV010000002.1	-	14811	15653	14.379597	5.350626	10.719658
gene-Tsubulata_028727	MYB26	JAKUCV010000002.1	-	15884	16322	13.973783	5.199623	10.417133
gene-Tsubulata_028728	-	JAKUCV010000002.1	-	25545	27792	8.774753	3.265072	6.541376
gene-Tsubulata_028729	-	JAKUCV010000002.1	+	28654	29190	30.102310	11.201023	22.440578
gene-Tsubulata_028730	-	JAKUCV010000002.1	+	30706	33998	12.641388	4.703841	9.423863
gene-Tsubulata_028731	COAC1_2	JAKUCV010000002.1	-	33129	36401	1.837094	0.683580	1.369511
gene-Tsubulata_028732	-	JAKUCV010000002.1	+	36609	40060	108.835716	40.497601	81.134521
gene-Tsubulata_028735	ALA4	JAKUCV010000002.1	+	52469	59000	21.907297	8.151670	16.331387
gene-Tsubulata_028742	PDAT1_3	JAKUCV010000002.1	+	88879	89539	32.519196	12.100342	24.242311
gene-Tsubulata_028736	CKL2_2	JAKUCV010000002.1	+	59760	64314	157.244522	58.510441	117.222176
gene-Tsubulata_022991	-	JAKUCV010000003.1	-	74040	84113	0.000000	0.000000	0.000000
gene-Tsubulata_022992	-	JAKUCV010000003.1	-	84150	85817	0.000000	0.000000	0.000000
gene-Tsubulata_023000	-	JAKUCV010000003.1	-	114500	123440	0.000000	0.000000	0.000000
gene-Tsubulata_022990	-	JAKUCV010000003.1	+	46482	73099	0.275402	0.102477	0.205306
gene-Tsubulata_947192	-	JAKUCV010000005.1	+	3280	5626	4.340407	1.615059	3.235673
gene-Tsubulata_047193	-	JAKUCV010000005.1	+	23066	23386	24.219625	9.012085	18.055174
gene-Tsubulata_047194	-	JAKUCV010000005.1	+	27363	27665	0.221122	0.082279	0.164841
gene-Tsubulata_047192	-	JAKUCV010000005.1	+	14101	21544	18.657265	6.942339	13.908561
gene-Tsubulata_047738	-	JAKUCV010000006.1	+	14196	18843	7.884138	2.933676	5.877443
gene-Tsubulata_047739	-	JAKUCV010000006.1	-	14206	16292	0.065764	0.024471	0.049026
gene-Tsubulata_012426	-	JAKUCV010000008.1	+	2234	5394	65.936531	24.534880	49.154167
gene-Tsubulata_012427	-	JAKUCV010000008.1	+	6519	16398	79.705421	29.658264	59.418556
gene-Tsubulata_012428	LOS1_1	JAKUCV010000008.1	+	17974	21688	894.599182	332.878967	666.903076
gene-Tsubulata_012429	-	JAKUCV010000008.1	+	24377	35529	0.000000	0.000000	0.000000
gene-Tsubulata_012430	-	JAKUCV010000008.1	+	35657	42787	0.000000	0.000000	0.000000
gene-Tsubulata_012431	LOS1_2	JAKUCV010000008.1	-	47695	51839	649.964905	241.850922	484.533875
gene-Tsubulata_012432	-	JAKUCV010000008.1	+	61168	64442	60.048058	22.343788	44.764442
gene-Tsubulata_012433	-	JAKUCV010000008.1	+	65214	65783	0.000000	0.000000	0.000000
gene-Tsubulata_012434	-	JAKUCV010000008.1	-	70645	75065	2.889132	1.075042	2.153781
gene-Tsubulata_012435	-	JAKUCV010000008.1	-	80304	87409	15.456475	5.751330	11.522446
gene-Tsubulata_012436	-	JAKUCV010000008.1	-	96005	97429	31.428886	11.694639	23.429510
gene-Tsubulata_012438	-	JAKUCV010000008.1	-	99984	107249	20.802856	7.740711	15.508050
gene-Tsubulata_012439	-	JAKUCV010000008.1	+	114666	118830	40.768330	15.169831	30.391850
gene-Tsubulata_012440	EIF62	JAKUCV010000008.1	+	122256	124796	240.648178	89.544807	179.397675
gene-Tsubulata_012441	MPT1_1	JAKUCV010000008.1	-	124854	127843	14.854717	5.527417	11.073850
gene-Tsubulata_012443	-	JAKUCV010000008.1	-	128995	133646	0.000000	0.000000	0.000000
