Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_014469	-	JAKUCV010000001.1	+	7571	10654	81.018845	32.490513	69.936745
gene-Tsubulata_014470	-	JAKUCV010000001.1	-	12003	12605	55.689884	22.332989	48.072384
gene-Tsubulata_014471	-	JAKUCV010000001.1	+	17520	20265	1.209540	0.485055	1.044094
gene-Tsubulata_014472	AVT6E	JAKUCV010000001.1	-	23234	24730	72.659988	29.138409	62.721245
gene-Tsubulata_014473	TPR1_1	JAKUCV010000001.1	+	38818	46841	112.859169	45.259251	97.421806
gene-Tsubulata_014476	-	JAKUCV010000001.1	-	63970	70364	98.602272	39.541893	85.115028
gene-Tsubulata_014478	-	JAKUCV010000001.1	+	75982	80274	76.323662	30.607630	65.883789
gene-Tsubulata_014480	-	JAKUCV010000001.1	+	83031	86287	0.933835	0.374490	0.806101
gene-Tsubulata_014481	-	JAKUCV010000001.1	-	85922	86521	15.522963	6.225083	13.399666
gene-Tsubulata_014479	RPL8_2	JAKUCV010000001.1	+	80839	82785	550.004517	220.565094	474.772552
gene-Tsubulata_014485	RH35_2	JAKUCV010000001.1	+	96128	97891	134.666946	54.004696	116.246620
gene-Tsubulata_014486	-	JAKUCV010000001.1	-	100546	102341	56.322033	22.586494	48.618061
gene-Tsubulata_014487	-	JAKUCV010000001.1	+	103446	104969	5.761096	2.310339	4.973069
gene-Tsubulata_014488	TYRAAT2_1	JAKUCV010000001.1	-	106487	107653	62.077976	24.894768	53.586685
gene-Tsubulata_014489	-	JAKUCV010000001.1	-	109363	113989	689.945984	276.684998	595.572205
gene-Tsubulata_014494	-	JAKUCV010000001.1	+	153274	153894	4.243156	1.701608	3.662759
gene-Tsubulata_014491	-	JAKUCV010000001.1	+	128028	130847	157.377502	63.112175	135.850739
gene-Tsubulata_014492	-	JAKUCV010000001.1	-	130827	133700	0.294935	0.118276	0.254593
gene-Tsubulata_014495	-	JAKUCV010000001.1	-	155799	168533	23.211798	9.308492	20.036789
gene-Tsubulata_014498	-	JAKUCV010000001.1	+	176012	180405	19.993349	8.017816	17.258574
gene-Tsubulata_028724	-	JAKUCV010000002.1	+	4788	9310	41.302532	16.563313	35.652996
gene-Tsubulata_028725	-	JAKUCV010000002.1	+	10192	12050	48.993046	19.647394	42.291565
gene-Tsubulata_028726	-	JAKUCV010000002.1	-	14811	15653	17.921709	7.187038	15.470302
gene-Tsubulata_028727	MYB26	JAKUCV010000002.1	-	15884	16322	35.265919	14.142485	30.442097
gene-Tsubulata_028728	-	JAKUCV010000002.1	-	25545	27792	8.137995	3.263532	7.024845
gene-Tsubulata_028729	-	JAKUCV010000002.1	+	28654	29190	16.198019	6.495797	13.982385
gene-Tsubulata_028730	-	JAKUCV010000002.1	+	30706	33998	5.504974	2.207628	4.751980
gene-Tsubulata_028731	COAC1_2	JAKUCV010000002.1	-	33129	36401	0.000000	0.000000	0.000000
gene-Tsubulata_028732	-	JAKUCV010000002.1	+	36609	40060	74.432327	29.849159	64.251152
gene-Tsubulata_028735	ALA4	JAKUCV010000002.1	+	52469	59000	27.867949	11.175720	24.056051
gene-Tsubulata_028743	-	JAKUCV010000002.1	+	90660	92519	0.000000	0.000000	0.000000
gene-Tsubulata_028742	PDAT1_3	JAKUCV010000002.1	+	88879	89539	33.691940	13.511282	29.083412
gene-Tsubulata_028736	CKL2_2	JAKUCV010000002.1	+	59760	64314	149.159149	59.816422	128.756531
gene-Tsubulata_022991	-	JAKUCV010000003.1	-	74040	84113	0.000000	0.000000	0.000000
gene-Tsubulata_023000	-	JAKUCV010000003.1	-	114500	123440	0.000000	0.000000	0.000000
gene-Tsubulata_022990	-	JAKUCV010000003.1	+	46482	73099	0.192324	0.077127	0.166017
gene-Tsubulata_947192	-	JAKUCV010000005.1	+	3280	5626	1.427056	0.572284	1.231857
