Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_014469	-	JAKUCV010000001.1	+	7571	10654	62.912251	22.607302	51.228573
gene-Tsubulata_014470	-	JAKUCV010000001.1	-	12003	12605	24.034826	8.636833	19.571224
gene-Tsubulata_014471	-	JAKUCV010000001.1	+	17520	20265	2.732538	0.981928	2.225068
gene-Tsubulata_014472	AVT6E	JAKUCV010000001.1	-	23234	24730	125.701401	45.170368	102.356903
gene-Tsubulata_014473	TPR1_1	JAKUCV010000001.1	+	38818	46841	210.642548	75.693680	171.523300
gene-Tsubulata_014476	-	JAKUCV010000001.1	-	63970	70364	148.292343	53.288345	120.752388
gene-Tsubulata_014478	-	JAKUCV010000001.1	+	75982	80274	72.084595	25.903353	58.697483
gene-Tsubulata_014483	-	JAKUCV010000001.1	+	89245	93457	0.000000	0.000000	0.000000
gene-Tsubulata_014480	-	JAKUCV010000001.1	+	83031	86287	1.924039	0.691397	1.566718
gene-Tsubulata_014481	-	JAKUCV010000001.1	-	85922	86521	2.107076	0.757171	1.715763
gene-Tsubulata_014479	RPL8_2	JAKUCV010000001.1	+	80839	82785	385.896454	138.670578	314.230103
gene-Tsubulata_014485	RH35_2	JAKUCV010000001.1	+	96128	97891	180.830215	64.980721	147.247528
gene-Tsubulata_014487	-	JAKUCV010000001.1	+	103446	104969	1.508971	0.542244	1.228734
gene-Tsubulata_014486	-	JAKUCV010000001.1	-	100546	102341	60.619587	21.783442	49.361687
gene-Tsubulata_014488	TYRAAT2_1	JAKUCV010000001.1	-	106487	107653	27.018850	9.709132	22.001074
gene-Tsubulata_014493	-	JAKUCV010000001.1	+	140069	140824	0.000000	0.000000	0.000000
gene-Tsubulata_014494	-	JAKUCV010000001.1	+	153274	153894	0.186795	0.067124	0.152105
gene-Tsubulata_014491	-	JAKUCV010000001.1	+	128028	130847	32.428341	11.653014	26.405947
gene-Tsubulata_014492	-	JAKUCV010000001.1	-	130827	133700	0.000000	0.000000	0.000000
gene-Tsubulata_014489	-	JAKUCV010000001.1	-	109363	113989	1463.882202	526.041077	1192.018921
gene-Tsubulata_014498	-	JAKUCV010000001.1	+	176012	180405	11.890024	4.272640	9.681881
gene-Tsubulata_014495	-	JAKUCV010000001.1	-	155799	168533	32.887157	11.817887	26.779556
gene-Tsubulata_028724	-	JAKUCV010000002.1	+	4788	9310	86.893669	31.224943	70.756310
gene-Tsubulata_028726	-	JAKUCV010000002.1	-	14811	15653	2.499407	0.898153	2.035232
gene-Tsubulata_028727	MYB26	JAKUCV010000002.1	-	15884	16322	2.985019	1.072656	2.430660
gene-Tsubulata_028725	-	JAKUCV010000002.1	+	10192	12050	30.163250	10.839061	24.561516
gene-Tsubulata_028728	-	JAKUCV010000002.1	-	25545	27792	1.490718	0.535684	1.213871
gene-Tsubulata_028729	-	JAKUCV010000002.1	+	28654	29190	13.660066	4.908698	11.123202
gene-Tsubulata_028730	-	JAKUCV010000002.1	+	30706	33998	3.128859	1.124345	2.547786
gene-Tsubulata_028731	COAC1_2	JAKUCV010000002.1	-	33129	36401	14.724422	5.291171	11.989892
gene-Tsubulata_028732	-	JAKUCV010000002.1	+	36609	40060	94.674210	34.020855	77.091888
gene-Tsubulata_028735	ALA4	JAKUCV010000002.1	+	52469	59000	125.472389	45.088078	102.170425
gene-Tsubulata_028737	-	JAKUCV010000002.1	+	64702	65018	0.000000	0.000000	0.000000
gene-Tsubulata_028742	PDAT1_3	JAKUCV010000002.1	+	88879	89539	24.714972	8.881241	20.125057
gene-Tsubulata_022997	-	JAKUCV010000003.1	-	101744	104002	0.000000	0.000000	0.000000
gene-Tsubulata_023000	-	JAKUCV010000003.1	-	114500	123440	0.000000	0.000000	0.000000
gene-Tsubulata_022990	-	JAKUCV010000003.1	+	46482	73099	0.240277	0.086343	0.195654
gene-Tsubulata_947192	-	JAKUCV010000005.1	+	3280	5626	1.775420	0.637991	1.445700
gene-Tsubulata_028736	CKL2_2	JAKUCV010000002.1	+	59760	64314	271.757324	97.655067	221.288208
gene-Tsubulata_047193	-	JAKUCV010000005.1	+	23066	23386	19.510904	7.011177	15.887458
gene-Tsubulata_047192	-	JAKUCV010000005.1	+	14101	21544	31.228399	11.221819	25.428852
gene-Tsubulata_047738	-	JAKUCV010000006.1	+	14196	18843	3.135922	1.126883	2.553538
gene-Tsubulata_047739	-	JAKUCV010000006.1	-	14206	16292	0.000000	0.000000	0.000000
gene-Tsubulata_012426	-	JAKUCV010000008.1	+	2234	5394	49.775982	17.886829	40.531887
gene-Tsubulata_012427	-	JAKUCV010000008.1	+	6519	16398	83.734970	30.089876	68.184219
gene-Tsubulata_012428	LOS1_1	JAKUCV010000008.1	+	17974	21688	725.881592	260.843079	591.075317
gene-Tsubulata_012429	-	JAKUCV010000008.1	+	24377	35529	0.000000	0.000000	0.000000
gene-Tsubulata_012430	-	JAKUCV010000008.1	+	35657	42787	0.000000	0.000000	0.000000
gene-Tsubulata_012431	LOS1_2	JAKUCV010000008.1	-	47695	51839	606.751160	218.033966	494.069031
gene-Tsubulata_012432	-	JAKUCV010000008.1	+	61168	64442	54.634132	19.632589	44.487816
gene-Tsubulata_012433	-	JAKUCV010000008.1	+	65214	65783	0.000000	0.000000	0.000000
gene-Tsubulata_012434	-	JAKUCV010000008.1	-	70645	75065	10.894471	3.914891	8.871216
gene-Tsubulata_012435	-	JAKUCV010000008.1	-	80304	87409	14.442857	5.189991	11.760617
gene-Tsubulata_012436	-	JAKUCV010000008.1	-	96005	97429	21.089882	7.578577	17.173197
gene-Tsubulata_012438	-	JAKUCV010000008.1	-	99984	107249	18.848429	6.773118	15.348013
gene-Tsubulata_012439	-	JAKUCV010000008.1	+	114666	118830	41.143227	14.784678	33.502357
gene-Tsubulata_012440	EIF62	JAKUCV010000008.1	+	122256	124796	129.735382	46.619968	105.641716
gene-Tsubulata_012441	MPT1_1	JAKUCV010000008.1	-	124854	127843	6.392906	2.297269	5.205655
gene-Tsubulata_012443	-	JAKUCV010000008.1	-	128995	133646	0.000000	0.000000	0.000000
gene-Tsubulata_012444	-	JAKUCV010000008.1	+	135403	139678	59.181564	21.266693	48.190723
gene-Tsubulata_012445	-	JAKUCV010000008.1	+	140548	143492	39.616817	14.236169	32.259422
gene-Tsubulata_012447	-	JAKUCV010000008.1	-	144640	145272	27.677725	9.945896	22.537586
gene-Tsubulata_012448	MLO10	JAKUCV010000008.1	-	149466	155491	47.924103	17.221363	39.023933
gene-Tsubulata_012450	-	JAKUCV010000008.1	-	164849	167135	1.116365	0.401162	0.909041
gene-Tsubulata_024720	-	JAKUCV010000012.1	-	27876	29326	2.118203	0.761169	1.724823
gene-Tsubulata_048616	-	JAKUCV010000011.1	+	12701	18793	272.833832	98.041908	222.164795
gene-Tsubulata_024728	-	JAKUCV010000012.1	-	109399	111504	75.138832	27.000883	61.184505
gene-Tsubulata_032635	-	JAKUCV010000014.1	-	253	16658	14.997478	5.389292	12.212238
gene-Tsubulata_032638	ARF9	JAKUCV010000014.1	-	24341	29168	74.860954	26.901028	60.958233
gene-Tsubulata_032643	KAS1_2	JAKUCV010000014.1	-	49615	52454	125.441521	45.076984	102.145287
gene-Tsubulata_032646	-	JAKUCV010000014.1	-	71469	72569	15.785649	5.672519	12.854034
gene-Tsubulata_032644	-	JAKUCV010000014.1	+	55238	58078	68.302002	24.544090	55.617371
gene-Tsubulata_044608	-	JAKUCV010000015.1	-	13831	18171	5.720264	2.055557	4.657931
gene-Tsubulata_034337	-	JAKUCV010000016.1	-	15339	16591	6.193998	2.225792	5.043686
gene-Tsubulata_034336	-	JAKUCV010000016.1	+	6889	14678	46.967991	16.877789	38.245384
gene-Tsubulata_034338	-	JAKUCV010000016.1	+	16932	19523	51.926117	18.659473	42.282715
gene-Tsubulata_034340	-	JAKUCV010000016.1	+	25632	25990	0.000000	0.000000	0.000000
gene-Tsubulata_034339	-	JAKUCV010000016.1	-	19999	24621	23.222853	8.345054	18.910046
gene-Tsubulata_034341	-	JAKUCV010000016.1	+	26472	29167	191.561951	68.837135	155.986237
gene-Tsubulata_034343	MTM1_2	JAKUCV010000016.1	-	36078	47311	28.555119	10.261185	23.252035
gene-Tsubulata_034345	-	JAKUCV010000016.1	-	51177	52896	27.633396	9.929967	22.501490
gene-Tsubulata_034347	-	JAKUCV010000016.1	+	64056	67363	16.185793	5.816309	13.179866
gene-Tsubulata_044160	-	JAKUCV010000021.1	-	151	751	8.026217	2.884194	6.535637
gene-Tsubulata_034348	CSLA9_2	JAKUCV010000016.1	+	69939	74271	6.383760	2.293982	5.198207
gene-Tsubulata_042703	-	JAKUCV010000024.1	+	24615	25480	3.451247	1.240194	2.810302
gene-Tsubulata_042704	-	JAKUCV010000024.1	-	26108	28949	0.511274	0.183725	0.416323
gene-Tsubulata_042706	-	JAKUCV010000024.1	-	33271	43869	3.691274	1.326447	3.005753
gene-Tsubulata_041806	-	JAKUCV010000026.1	+	12402	13329	0.000000	0.000000	0.000000
gene-Tsubulata_041807	-	JAKUCV010000026.1	-	14086	17234	1.075670	0.386538	0.875903
gene-Tsubulata_041808	-	JAKUCV010000026.1	+	19841	23766	2.002925	0.719744	1.630954
gene-Tsubulata_041804	-	JAKUCV010000026.1	+	3492	7772	442.495056	159.009079	360.317596
gene-Tsubulata_041812	-	JAKUCV010000026.1	-	44367	48630	21.134087	7.594462	17.209192
gene-Tsubulata_041809	PAPS4_2	JAKUCV010000026.1	+	26875	32273	90.319794	32.456108	73.546150
gene-Tsubulata_041810	HXK1_2	JAKUCV010000026.1	+	32274	37798	173.816193	62.460255	141.536102
gene-Tsubulata_041811	-	JAKUCV010000026.1	-	33419	33707	0.000000	0.000000	0.000000
gene-Tsubulata_019451	STY46	JAKUCV010000028.1	+	8975	14947	39.007820	14.017327	31.763525
gene-Tsubulata_019453	-	JAKUCV010000028.1	+	35354	39244	81.511841	29.291002	66.373955
gene-Tsubulata_019456	-	JAKUCV010000028.1	-	53163	55119	2.300162	0.826555	1.872990
gene-Tsubulata_019459	-	JAKUCV010000028.1	+	121824	124940	0.792857	0.284910	0.645612
gene-Tsubulata_019454	-	JAKUCV010000028.1	+	39862	52157	8.936234	3.211205	7.276651
gene-Tsubulata_019460	-	JAKUCV010000028.1	+	125471	128408	111.838226	40.188686	91.068314
gene-Tsubulata_019461	-	JAKUCV010000028.1	-	129542	133335	48.936554	17.585184	39.848354
gene-Tsubulata_019462	-	JAKUCV010000028.1	-	142429	144672	24.255163	8.716010	19.750643
gene-Tsubulata_042886	-	JAKUCV010000034.1	+	7877	13678	8.113544	2.915575	6.606747
gene-Tsubulata_024731	-	JAKUCV010000032.1	-	29884	35730	75.876305	27.265890	61.785019
gene-Tsubulata_042887	-	JAKUCV010000034.1	-	15473	16066	20.900673	7.510586	17.019127
gene-Tsubulata_942888	-	JAKUCV010000034.1	-	35326	37860	0.000000	0.000000	0.000000
gene-Tsubulata_842888	-	JAKUCV010000034.1	-	28011	32862	3.860876	1.387393	3.143858
gene-Tsubulata_047532	BRIZ2	JAKUCV010000035.1	-	6417	10788	23.292629	8.370127	18.966866
gene-Tsubulata_047535	-	JAKUCV010000035.1	+	19581	21964	0.000000	0.000000	0.000000
gene-Tsubulata_047533	-	JAKUCV010000035.1	-	11188	16979	20.888842	7.506334	17.009493
gene-Tsubulata_047534	-	JAKUCV010000035.1	+	14962	16335	1.571818	0.564827	1.279909
gene-Tsubulata_043458	-	JAKUCV010000036.1	+	11225	12785	0.591155	0.212430	0.481369
gene-Tsubulata_043457	UBC28_2	JAKUCV010000036.1	+	5033	7685	151.752441	54.531723	123.569908
