Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_014469	-	JAKUCV010000001.1	+	7571	10654	27.508245	9.460740	19.725697
gene-Tsubulata_014470	-	JAKUCV010000001.1	-	12003	12605	22.393034	7.701498	16.057665
gene-Tsubulata_014471	-	JAKUCV010000001.1	+	17520	20265	1.587734	0.546059	1.138537
gene-Tsubulata_014472	AVT6E	JAKUCV010000001.1	-	23234	24730	256.032074	88.055527	183.596268
gene-Tsubulata_014473	TPR1_1	JAKUCV010000001.1	+	38818	46841	159.234146	54.764412	114.184105
gene-Tsubulata_014476	-	JAKUCV010000001.1	-	63970	70364	189.561539	65.194725	135.931366
gene-Tsubulata_014478	-	JAKUCV010000001.1	+	75982	80274	75.610558	26.004269	54.219051
gene-Tsubulata_014480	-	JAKUCV010000001.1	+	83031	86287	1.289520	0.443497	0.924693
gene-Tsubulata_014481	-	JAKUCV010000001.1	-	85922	86521	6.191195	2.129299	4.439601
gene-Tsubulata_014479	RPL8_2	JAKUCV010000001.1	+	80839	82785	266.636414	91.702606	191.200455
gene-Tsubulata_014485	RH35_2	JAKUCV010000001.1	+	96128	97891	103.956062	35.752964	74.545128
gene-Tsubulata_014487	-	JAKUCV010000001.1	+	103446	104969	0.000000	0.000000	0.000000
gene-Tsubulata_014486	-	JAKUCV010000001.1	-	100546	102341	122.728813	42.209362	88.006752
gene-Tsubulata_014488	TYRAAT2_1	JAKUCV010000001.1	-	106487	107653	22.125107	7.609351	15.865539
gene-Tsubulata_014494	-	JAKUCV010000001.1	+	153274	153894	0.161031	0.055382	0.115473
gene-Tsubulata_014491	-	JAKUCV010000001.1	+	128028	130847	30.495403	10.488095	21.867737
gene-Tsubulata_014492	-	JAKUCV010000001.1	-	130827	133700	0.000000	0.000000	0.000000
gene-Tsubulata_014498	-	JAKUCV010000001.1	+	176012	180405	6.273872	2.157734	4.498887
gene-Tsubulata_014495	-	JAKUCV010000001.1	-	155799	168533	15.662199	5.386603	11.231097
gene-Tsubulata_014489	-	JAKUCV010000001.1	-	109363	113989	1223.903931	420.929688	877.640747
