Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_014469	-	JAKUCV010000001.1	+	7571	10654	108.082451	38.933674	78.640106
gene-Tsubulata_014471	-	JAKUCV010000001.1	+	17520	20265	0.799830	0.288116	0.581951
gene-Tsubulata_014470	-	JAKUCV010000001.1	-	12003	12605	66.676620	24.018383	48.513485
gene-Tsubulata_014472	AVT6E	JAKUCV010000001.1	-	23234	24730	81.474289	29.348829	59.280174
gene-Tsubulata_014473	TPR1_1	JAKUCV010000001.1	+	38818	46841	156.916367	56.524723	114.171356
gene-Tsubulata_014476	-	JAKUCV010000001.1	-	63970	70364	119.626297	43.092018	87.039337
gene-Tsubulata_014478	-	JAKUCV010000001.1	+	75982	80274	94.256561	33.953285	68.580475
gene-Tsubulata_014480	-	JAKUCV010000001.1	+	83031	86287	1.189820	0.428599	0.865705
gene-Tsubulata_014481	-	JAKUCV010000001.1	-	85922	86521	18.865175	6.795650	13.726183
gene-Tsubulata_014483	-	JAKUCV010000001.1	+	89245	93457	0.000000	0.000000	0.000000
gene-Tsubulata_014479	RPL8_2	JAKUCV010000001.1	+	80839	82785	644.234192	232.067322	468.740692
gene-Tsubulata_014485	RH35_2	JAKUCV010000001.1	+	96128	97891	233.655121	84.167709	170.005981
gene-Tsubulata_014486	-	JAKUCV010000001.1	-	100546	102341	54.875706	19.767435	39.927216
gene-Tsubulata_014487	-	JAKUCV010000001.1	+	103446	104969	14.155807	5.099233	10.299676
gene-Tsubulata_014488	TYRAAT2_1	JAKUCV010000001.1	-	106487	107653	87.261353	31.433458	63.490807
gene-Tsubulata_014494	-	JAKUCV010000001.1	+	153274	153894	8.929147	3.216475	6.496791
gene-Tsubulata_014491	-	JAKUCV010000001.1	+	128028	130847	95.283394	34.323174	69.327591
gene-Tsubulata_014492	-	JAKUCV010000001.1	-	130827	133700	0.601716	0.216751	0.437805
gene-Tsubulata_014489	-	JAKUCV010000001.1	-	109363	113989	834.360840	300.555115	607.075684
gene-Tsubulata_014495	-	JAKUCV010000001.1	-	155799	168533	36.441975	13.127199	26.514952
gene-Tsubulata_014498	-	JAKUCV010000001.1	+	176012	180405	19.813301	7.137186	14.416033
gene-Tsubulata_028724	-	JAKUCV010000002.1	+	4788	9310	30.322996	10.923009	22.062820
gene-Tsubulata_028725	-	JAKUCV010000002.1	+	10192	12050	48.846268	17.595499	35.540234
