Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_014470	-	JAKUCV010000001.1	-	12003	12605	30.371475	5.176885	11.052061
gene-Tsubulata_014469	-	JAKUCV010000001.1	+	7571	10654	104.734985	17.852310	38.112652
gene-Tsubulata_014471	-	JAKUCV010000001.1	+	17520	20265	3.064736	0.522391	1.115245
gene-Tsubulata_014472	AVT6E	JAKUCV010000001.1	-	23234	24730	328.633911	56.016376	119.588600
gene-Tsubulata_014473	TPR1_1	JAKUCV010000001.1	+	38818	46841	280.269196	47.772507	101.988861
gene-Tsubulata_014476	-	JAKUCV010000001.1	-	63970	70364	120.404564	20.523226	43.814751
gene-Tsubulata_014478	-	JAKUCV010000001.1	+	75982	80274	179.019867	30.514334	65.144630
gene-Tsubulata_014483	-	JAKUCV010000001.1	+	89245	93457	0.000000	0.000000	0.000000
gene-Tsubulata_014480	-	JAKUCV010000001.1	+	83031	86287	1.122177	0.191278	0.408356
gene-Tsubulata_014481	-	JAKUCV010000001.1	-	85922	86521	7.124798	1.214438	2.592686
gene-Tsubulata_014484	-	JAKUCV010000001.1	-	93753	94982	0.458537	0.078159	0.166860
gene-Tsubulata_014479	RPL8_2	JAKUCV010000001.1	+	80839	82785	892.789673	152.177979	324.882690
gene-Tsubulata_014485	RH35_2	JAKUCV010000001.1	+	96128	97891	361.543091	61.625824	131.564117
gene-Tsubulata_014487	-	JAKUCV010000001.1	+	103446	104969	1.694051	0.288755	0.616459
gene-Tsubulata_014486	-	JAKUCV010000001.1	-	100546	102341	304.393585	51.884560	110.767639
gene-Tsubulata_014488	TYRAAT2_1	JAKUCV010000001.1	-	106487	107653	46.940872	8.001176	17.081600
gene-Tsubulata_014490	NIP12_2	JAKUCV010000001.1	+	121341	122926	0.000000	0.000000	0.000000
gene-Tsubulata_014494	-	JAKUCV010000001.1	+	153274	153894	0.607085	0.103479	0.220916
gene-Tsubulata_014491	-	JAKUCV010000001.1	+	128028	130847	69.783669	11.894780	25.394007
gene-Tsubulata_014492	-	JAKUCV010000001.1	-	130827	133700	0.000000	0.000000	0.000000
gene-Tsubulata_014498	-	JAKUCV010000001.1	+	176012	180405	17.245131	2.939471	6.275435
gene-Tsubulata_014495	-	JAKUCV010000001.1	-	155799	168533	49.659149	8.464512	18.070770
gene-Tsubulata_014489	-	JAKUCV010000001.1	-	109363	113989	2867.047852	488.694672	1043.307495
