Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene-Tsubulata_014469	-	JAKUCV010000001.1	+	7571	10654	28.454063	10.260176	21.291376
gene-Tsubulata_014470	-	JAKUCV010000001.1	-	12003	12605	24.036482	8.667251	17.985823
gene-Tsubulata_014471	-	JAKUCV010000001.1	+	17520	20265	1.264055	0.455802	0.945857
gene-Tsubulata_014472	AVT6E	JAKUCV010000001.1	-	23234	24730	234.179688	84.442238	175.230072
gene-Tsubulata_014473	TPR1_1	JAKUCV010000001.1	+	38818	46841	158.080582	57.001858	118.287247
gene-Tsubulata_014476	-	JAKUCV010000001.1	-	63970	70364	195.039352	70.328720	145.942474
gene-Tsubulata_014478	-	JAKUCV010000001.1	+	75982	80274	81.849472	29.513885	61.245659
gene-Tsubulata_014480	-	JAKUCV010000001.1	+	83031	86287	1.301573	0.469331	0.973930
gene-Tsubulata_014481	-	JAKUCV010000001.1	-	85922	86521	3.758584	1.355298	2.812443
gene-Tsubulata_014479	RPL8_2	JAKUCV010000001.1	+	80839	82785	301.777313	108.817085	225.811478
gene-Tsubulata_014485	RH35_2	JAKUCV010000001.1	+	96128	97891	110.335884	39.785725	82.561241
gene-Tsubulata_014486	-	JAKUCV010000001.1	-	100546	102341	145.070618	52.310631	108.552269
gene-Tsubulata_014488	TYRAAT2_1	JAKUCV010000001.1	-	106487	107653	16.932304	6.105575	12.669967
gene-Tsubulata_014490	NIP12_2	JAKUCV010000001.1	+	121341	122926	0.000000	0.000000	0.000000
gene-Tsubulata_014494	-	JAKUCV010000001.1	+	153274	153894	0.463768	0.167229	0.347025
gene-Tsubulata_014491	-	JAKUCV010000001.1	+	128028	130847	27.565170	9.939652	20.626242
gene-Tsubulata_014492	-	JAKUCV010000001.1	-	130827	133700	0.000000	0.000000	0.000000
gene-Tsubulata_014495	-	JAKUCV010000001.1	-	155799	168533	16.338684	5.891523	12.225778
gene-Tsubulata_014498	-	JAKUCV010000001.1	+	176012	180405	5.420427	1.954537	4.055953
gene-Tsubulata_014489	-	JAKUCV010000001.1	-	109363	113989	1286.232788	463.799255	962.451843
gene-Tsubulata_028726	-	JAKUCV010000002.1	-	14811	15653	0.355872	0.128323	0.266289
gene-Tsubulata_028727	MYB26	JAKUCV010000002.1	-	15884	16322	0.561798	0.202577	0.420378
gene-Tsubulata_028729	-	JAKUCV010000002.1	+	28654	29190	11.808580	4.258025	8.836028
gene-Tsubulata_028724	-	JAKUCV010000002.1	+	4788	9310	153.674927	55.413235	114.990623
gene-Tsubulata_028725	-	JAKUCV010000002.1	+	10192	12050	28.336750	10.217874	21.203592
gene-Tsubulata_028730	-	JAKUCV010000002.1	+	30706	33998	0.866479	0.312441	0.648362
gene-Tsubulata_028731	COAC1_2	JAKUCV010000002.1	-	33129	36401	28.500708	10.276995	21.326279
gene-Tsubulata_028732	-	JAKUCV010000002.1	+	36609	40060	84.210320	30.365177	63.012215
gene-Tsubulata_028735	ALA4	JAKUCV010000002.1	+	52469	59000	179.235901	64.630196	134.117188
gene-Tsubulata_028742	PDAT1_3	JAKUCV010000002.1	+	88879	89539	24.663147	8.893219	18.454739
gene-Tsubulata_023000	-	JAKUCV010000003.1	-	114500	123440	0.000000	0.000000	0.000000
gene-Tsubulata_022990	-	JAKUCV010000003.1	+	46482	73099	0.173895	0.062704	0.130121
gene-Tsubulata_028736	CKL2_2	JAKUCV010000002.1	+	59760	64314	386.648438	139.420532	289.318146
gene-Tsubulata_047192	-	JAKUCV010000005.1	+	14101	21544	12.075537	4.354286	9.035785
gene-Tsubulata_047193	-	JAKUCV010000005.1	+	23066	23386	16.908100	6.096847	12.651855
gene-Tsubulata_047738	-	JAKUCV010000006.1	+	14196	18843	0.691810	0.249458	0.517662
gene-Tsubulata_047739	-	JAKUCV010000006.1	-	14206	16292	0.027787	0.010020	0.020792
gene-Tsubulata_012426	-	JAKUCV010000008.1	+	2234	5394	47.006222	16.949848	35.173431
gene-Tsubulata_012427	-	JAKUCV010000008.1	+	6519	16398	55.743618	20.100445	41.711384
gene-Tsubulata_012428	LOS1_1	JAKUCV010000008.1	+	17974	21688	425.851288	153.556595	318.652557
gene-Tsubulata_012429	-	JAKUCV010000008.1	+	24377	35529	0.000000	0.000000	0.000000
gene-Tsubulata_012430	-	JAKUCV010000008.1	+	35657	42787	0.000000	0.000000	0.000000
gene-Tsubulata_012431	LOS1_2	JAKUCV010000008.1	-	47695	51839	375.079315	135.248856	280.661316
gene-Tsubulata_012432	-	JAKUCV010000008.1	+	61168	64442	24.524963	8.843391	18.351341
gene-Tsubulata_012433	-	JAKUCV010000008.1	+	65214	65783	0.000000	0.000000	0.000000
gene-Tsubulata_012434	-	JAKUCV010000008.1	-	70645	75065	9.942623	3.585184	7.439785
gene-Tsubulata_012435	-	JAKUCV010000008.1	-	80304	87409	9.843189	3.549329	7.365382
gene-Tsubulata_012436	-	JAKUCV010000008.1	-	96005	97429	10.390176	3.746566	7.774676
gene-Tsubulata_012438	-	JAKUCV010000008.1	-	99984	107249	8.867862	3.197639	6.635572
gene-Tsubulata_012439	-	JAKUCV010000008.1	+	114666	118830	48.011997	17.312519	35.926025
gene-Tsubulata_012440	EIF62	JAKUCV010000008.1	+	122256	124796	146.584915	52.856667	109.685364
gene-Tsubulata_012441	MPT1_1	JAKUCV010000008.1	-	124854	127843	6.298090	2.271012	4.712684
gene-Tsubulata_012443	-	JAKUCV010000008.1	-	128995	133646	0.000000	0.000000	0.000000
gene-Tsubulata_012444	-	JAKUCV010000008.1	+	135403	139678	45.812660	16.519464	34.280327
gene-Tsubulata_012445	-	JAKUCV010000008.1	+	140548	143492	32.656731	11.775604	24.436113
gene-Tsubulata_012447	-	JAKUCV010000008.1	-	144640	145272	60.167458	21.695625	45.021614
gene-Tsubulata_012448	MLO10	JAKUCV010000008.1	-	149466	155491	46.166603	16.647093	34.545170
gene-Tsubulata_012450	-	JAKUCV010000008.1	-	164849	167135	1.237709	0.446302	0.926143
gene-Tsubulata_024718	-	JAKUCV010000012.1	-	1485	1838	1.059322	0.381978	0.792661
gene-Tsubulata_024720	-	JAKUCV010000012.1	-	27876	29326	2.513002	0.906157	1.880409
gene-Tsubulata_048616	-	JAKUCV010000011.1	+	12701	18793	338.972137	122.229073	253.643311
gene-Tsubulata_024728	-	JAKUCV010000012.1	-	109399	111504	219.765366	79.244606	164.444244
gene-Tsubulata_032635	-	JAKUCV010000014.1	-	253	16658	36.628716	13.207850	27.408237
gene-Tsubulata_032638	ARF9	JAKUCV010000014.1	-	24341	29168	34.877075	12.576232	26.097534
gene-Tsubulata_032643	KAS1_2	JAKUCV010000014.1	-	49615	52454	85.085297	30.680683	63.666935
gene-Tsubulata_032646	-	JAKUCV010000014.1	-	71469	72569	3.314260	1.195080	2.479968
gene-Tsubulata_032644	-	JAKUCV010000014.1	+	55238	58078	95.659981	34.493782	71.579674
gene-Tsubulata_044608	-	JAKUCV010000015.1	-	13831	18171	11.324103	4.083329	8.473508
gene-Tsubulata_034337	-	JAKUCV010000016.1	-	15339	16591	5.142015	1.854146	3.847625
gene-Tsubulata_034336	-	JAKUCV010000016.1	+	6889	14678	47.174427	17.010502	35.299297
gene-Tsubulata_034338	-	JAKUCV010000016.1	+	16932	19523	33.858246	12.208856	25.335173
gene-Tsubulata_034340	-	JAKUCV010000016.1	+	25632	25990	0.000000	0.000000	0.000000
gene-Tsubulata_034339	-	JAKUCV010000016.1	-	19999	24621	10.231377	3.689305	7.655852
gene-Tsubulata_034341	-	JAKUCV010000016.1	+	26472	29167	162.797577	58.702751	121.816856
gene-Tsubulata_034343	MTM1_2	JAKUCV010000016.1	-	36078	47311	35.506397	12.803158	26.568438
gene-Tsubulata_034345	-	JAKUCV010000016.1	-	51177	52896	19.847143	7.156629	14.851060
gene-Tsubulata_044160	-	JAKUCV010000021.1	-	151	751	2.142322	0.772494	1.603039
gene-Tsubulata_042703	-	JAKUCV010000024.1	+	24615	25480	0.000000	0.000000	0.000000
